offspring_rattleprob,parent_midpoint,squirrel_id,Year
0.333333333,0.222222222,8398,2004
0.333333333,0.282051282,6087,2004
1,0.7,6116,2004
1,0.571428571,6163,2004
1,0,6117,2004
0.5,0.166666667,7312,2004
1,0.625,6391,2004
0,0,6090,2004
0.083333333,0.181818182,6760,2005
0,0,6953,2005
0.222222222,0,7312,2005
0.125,0.136363636,8398,2005
0,0.3,6358,2005
0,0.5,6391,2005
0,0,6935,2005
0,0.3,6271,2005
0.111111111,0.2,7451,2005
0,0.6,8727,2005
0.428571429,0,7025,2005
0.444444444,0,7307,2005
0.5,0.2,6347,2005
0,0,7387,2005
0.666666667,0.25,8443,2005
0.181818182,0.142857143,7148,2005
0,0.5,7833,2005
0.666666667,0.142857143,6553,2005
0.25,0.181818182,6517,2005
0.333333333,0,6528,2005
0.333333333,0.285714286,7135,2005
1,0,8572,2005
0.5,0,10131,2005
0,0.285714286,7088,2005
0,0.2,6522,2005
0.5,0,7291,2005
0.5,0.125,7437,2006
0.545454545,0.5,6942,2006
0.909090909,0.5,10137,2006
0,0.416666667,6991,2006
0.666666667,0.416666667,7118,2006
0.555555556,0.285714286,7704,2006
0.333333333,0.714285714,7106,2006
0.5,0.416666667,7201,2006
0.333333333,0.416666667,8745,2006
0.181818182,0.285714286,7136,2006
1,0.333333333,7657,2006
0.5,0.5,8572,2006
0.416666667,0,7055,2006
1,0.333333333,10136,2006
0.2,0.416666667,7390,2006
0.727272727,0.125,8733,2006
1,0.666666667,6551,2006
0,0.285714286,10139,2006
0.666666667,1,7838,2006
0.285714286,0.5,7193,2006
0.222222222,0.142857143,7089,2006
1,0.333333333,6799,2006
1,0.5,10185,2006
1,0.708333333,7112,2006
1,0.727272727,10317,2006
0,0.333333333,6916,2006
1,0.7,7127,2006
1,0.909090909,8297,2006
1,0.625,7109,2006
1,0.541666667,7837,2006
0,0.5,7134,2006
1,0.222222222,7124,2006
1,0.611111111,10184,2006
1,0.583333333,7133,2006
0,0,8593,2006
1,1,7376,2006
0,0,7838,2007
0.090909091,0.3,10140,2007
0.076923077,0.157051282,10318,2007
0.545454545,0.333333333,10137,2007
0,0,10184,2007
0.166666667,0.183333333,7837,2007
0.083333333,0.117647059,10121,2007
0,0.25,10134,2007
0.4,0.545454545,8297,2007
0,0.2,7836,2007
0,0.2,7831,2007
0.1,0.333333333,8572,2007
0.5,0.117647059,7365,2007
0.2,0.25,8398,2007
1,0.230769231,7644,2007
1,0.6,7392,2007
0,0.166666667,7390,2007
1,0.666666667,10212,2007
0.222222222,0.25,10240,2007
0.5,0.2,10135,2007
0.5,0.295454545,10377,2007
0.333333333,0.055555556,10411,2007
0.4,0,7861,2007
0,0,7788,2007
0.5,0.5,7848,2007
0,0,10572,2007
0,0.117647059,10408,2007
0.333333333,0.538461538,8297,2008
0,0,10184,2008
0.166666667,0.416666667,8404,2008
0.285714286,0.416666667,10638,2008
0.461538462,0.3,7831,2008
0.428571429,0.454545455,10343,2008
0.214285714,0.076923077,13667,2008
0,0.333333333,10410,2008
0.083333333,0.333333333,10411,2008
0.416666667,0.3,8644,2008
0.083333333,0.260989011,10318,2008
0.125,0.3,10341,2008
0.6,0.25,10240,2008
0,0.171794872,10391,2008
0.333333333,0.333333333,10642,2008
0,0.076923077,10375,2008
0.066666667,0,10408,2008
0.222222222,0.333333333,10191,2008
0,0.083333333,10050,2008
0.333333333,1,8597,2008
0.3,0.333333333,8398,2008
0.153846154,0.333333333,10134,2008
0.142857143,0.090909091,8385,2008
0.2,0.125,10325,2008
0.076923077,0.266666667,8572,2008
0.538461538,0.266666667,10137,2008
0.166666667,1,10212,2008
0.222222222,0,10285,2008
0.333333333,0.2,10369,2008
0.444444444,0.125,10405,2008
1,0.071428571,10136,2008
1,0.166666667,16199,2008
0.583333333,0.066666667,10370,2008
0.75,0.166666667,10572,2008
0.333333333,0.333333333,8714,2008
0.166666667,0.333333333,10133,2008
0.25,0.166666667,8413,2008
0.5,0.125,13664,2008
0,0.3,10747,2008
0.5,0.095833333,10451,2008
1,0.466666667,11203,2008
0.5,0.267857143,8687,2008
1,0.333333333,11201,2008
1,0.125,8587,2008
1,0.538461538,11171,2008
1,0.125,10404,2008
1,0.192307692,8722,2008
1,0.153846154,8696,2008
1,0.153846154,11177,2008
0,0.153846154,8713,2008
0.285714286,0.166666667,10050,2009
0.2,0.285714286,11203,2009
0.428571429,0.142857143,11201,2009
0.166666667,0.117647059,10461,2009
1,0.111111111,10854,2009
1,0.3,11319,2009
0,0,10871,2010
1,0,12565,2010
1,0,11808,2010
1,0,11625,2010
0.625,0,11343,2011
1,0.428571429,12523,2011
0.5,0.75,11619,2011
0.111111111,0.071428571,11775,2011
0.6,0.428571429,11881,2011
0.5,0,11344,2011
0,1,11952,2011
0,0.25,12447,2011
0.4,0.214285714,12524,2011
0,0,12305,2011
0.8,0.576923077,13039,2011
0,0.5,12446,2011
0.111111111,0.071428571,10042,2011
0,1,12003,2011
0.333333333,0.25,12448,2011
0.3,0.576923077,12422,2011
0.545454545,0.566666667,11220,2011
0,0.133333333,11225,2011
0.2,0,11997,2011
0,0.111111111,12491,2011
0,0.666666667,11319,2011
0,0,12202,2011
0,0,12495,2011
0.2,0.25,12303,2011
0.166666667,0,12513,2011
0.333333333,0.5,11895,2011
0,1,11953,2011
0.5,0.666666667,12629,2011
0.25,0.076923077,12824,2011
0.666666667,0.111111111,12492,2011
0.888888889,0.75,13092,2011
1,0,11625,2011
1,0.576923077,12423,2011
1,0.375,12706,2011
0,0.428571429,12526,2011
1,0.875,10037,2011
1,0,13126,2011
1,0.625,12974,2011
1,0.25,12445,2011
0,0.25,10993,2011
0,0.5,10995,2011
0,0.6,12973,2011
1,0.071428571,13048,2011
1,0.5,12703,2011
1,0.375,12704,2011
0,0,12830,2011
0.636363636,0,13000,2012
0,0.333333333,13126,2012
0.4,0.4375,12825,2012
0.833333333,0.5,13019,2012
0.25,1,12137,2012
0.285714286,1,12623,2012
0.333333333,0.5,12629,2012
0.333333333,0.75,12012,2012
0,0,12705,2012
0.333333333,0.058823529,10042,2012
0.142857143,0.333333333,13093,2012
1,0.181818182,13010,2012
0.2,0.535714286,11953,2012
0.111111111,0,12303,2012
0.142857143,0.058823529,13048,2012
0.666666667,0,12445,2012
0.333333333,0.229166667,13039,2012
0,0.333333333,12522,2012
0.428571429,1,12190,2012
1,0,12363,2012
0.666666667,1,10037,2012
0.666666667,0.333333333,12523,2012
0.5,0.522727273,11002,2012
0.5,0.333333333,13130,2012
0.5,0,12706,2012
1,0.714285714,12908,2012
0.333333333,0.058823529,12576,2012
0.25,0.4,13305,2012
0.5,0.404761905,10049,2012
1,0.181818182,13012,2012
0,0.526315789,13397,2012
0,0.071428571,13385,2012
0.111111111,0.5,12285,2014
0.916666667,0.571428571,12166,2014
0,0.083333333,13097,2014
0.222222222,0.428571429,19846,2014
0.5,0.666666667,12012,2014
0.076923077,0.285714286,19707,2014
0.4,0.5,19740,2014
0.1,0.5,19764,2014
1,0.272727273,19599,2014
1,0.8,19862,2014
0.4,0.5,21223,2015
0.727272727,0.666666667,13012,2015
0.6,1,20865,2015
0.666666667,1,13134,2015
0.75,0.666666667,20954,2015
0.666666667,0.666666667,20777,2015
0.5,0.75,21052,2015
0.5,0.5,21052,2015
1,0.75,20732,2015
0.666666667,0.833333333,20939,2015
0.666666667,0.69047619,20812,2015
0.75,1,20857,2015
0.416666667,0.9,20917,2015
0.2,0.333333333,21159,2015
1,1,20904,2015
1,1,12012,2015
0.571428571,0.4,19599,2015
1,0.95,20191,2015
0.75,1,20635,2015
0.666666667,0.75,20734,2015
0.5,0.75,21007,2015
1,1,21062,2015
0.8,1,21257,2015
1,0.333333333,20686,2015
0.857142857,0.675,20873,2015
1,0.9,20190,2015
0.5,0.9,20193,2015
1,0.75,21046,2015
0.6,0.75,21048,2015
0.5,0.7,20997,2015
1,0.875,20538,2015
1,0.8,21155,2015
0.666666667,0.3,20297,2015
1,0.333333333,20835,2015
0.285714286,1,19713,2015
0.5,0.666666667,20080,2015
1,0.5,21006,2015
1,1,20061,2015
1,0.611111111,20062,2015
0.5,0.65,20295,2015
1,0.666666667,20081,2015
0.857142857,1,12973,2015
0.5,0.5,20423,2015
0.857142857,0.785714286,21003,2015
0.5,0.666666667,20077,2015
0.5,0.6625,20805,2015
0.75,0.125,19832,2015
0.5,0.928571429,20353,2015
1,0.9,20916,2015
0.6,0.95,20950,2015
0.75,0.333333333,21023,2015
1,0.5,20944,2015
1,0.833333333,20940,2015
0.857142857,0.75,20993,2015
1,0.333333333,20341,2015
1,0.833333333,20941,2015
0.8,0.95,20952,2015
1,0.714285714,21097,2015
0.666666667,0.5,21222,2015
1,0.625,20804,2015
1,0.444444444,20064,2015
1,1,21265,2015
1,0.571428571,20812,2016
0.75,0.571428571,20813,2016
0,0.25,21097,2016
0.25,0.566666667,20923,2016
0.333333333,1,21058,2016
0.333333333,0.818181818,20904,2016
0.5,0.625,20883,2016
0.714285714,0.411764706,19599,2016
0.75,0.583333333,21031,2016
0.666666667,0.214285714,19832,2016
0.714285714,0.75,13179,2016
0.5,0.696428571,20353,2016
0.5,0.6,20939,2016
0,0.2,20423,2016
0,0.545454545,20064,2016
0,0.330357143,20945,2016
0.571428571,0.428571429,11976,2016
1,0.714285714,21247,2016
0.833333333,0.714285714,20525,2016
1,0.875,20778,2016
1,0.875,19654,2016
0.5,0.475,20952,2016
0.285714286,0.6,21006,2017
0.8,0.5,20341,2017
0.142857143,0,19742,2017
0.714285714,0.5,20686,2017
0.307692308,0.666666667,20921,2017
1,0.428571429,22221,2017
1,0.4,20940,2017
0.5,0.9,22953,2017
1,0.153846154,22640,2017
0,0.214285714,23054,2017
1,0.454545455,23026,2017
1,0.625,23086,2017
0.1,0.25,20686,2018
0.5,0.666666667,20914,2018
0.222222222,0.454545455,22278,2018
0.666666667,0.230769231,22758,2018
1,0.666666667,20916,2018
0.6,1,22781,2018
0.714285714,0.833333333,22865,2018
0.125,0.5,20537,2018
0,0.444444444,23456,2018
1,0.071428571,23565,2018
1,0.454545455,23419,2018
1,0.454545455,23418,2018
1,0,22236,2018
1,0.375,23532,2018
0.5,0.1,23378,2018
1,0.615384615,23466,2018
0,0,24010,2019
0.25,0.125,24245,2020
0.428571429,0.090909091,24661,2020
0,0.090909091,24659,2020
0.4,0,24609,2020
1,0,24850,2020
1,0,24975,2020
0,0.333333333,24317,2021
0.230769231,0.153846154,24661,2021
0,0.230769231,24940,2021
0,0.3,24850,2021
1,0.363636364,25290,2021
0.2,0,25015,2022
0.75,0.666666667,25604,2023
0.75,0,25838,2023
0.5,0.3,25794,2023
1,0.5,25884,2023
1,0,25835,2023
0.75,0.333333333,25884,2024
0.666666667,0.272727273,100170,2024
0.333333333,0.333333333,100040,2024
